index,text,label,spacy_label
8752,intravenous contrast was administered,contrast,intravenous
6690,no bleeding was observed and the patient tolerated the procedure without any complications or side effects,bleeding,patient
3661,if not and his renal failure progresses we are looking at dialytic intervention,renal,renal
5962,general with endotracheal intubation,endotracheal,endotracheal
9377,in addition the uterus is not identified,uterus,uterus
4936,a charnley awl was then used to cannulate through the proximal femoral canal,femoral,
178,delayed primary chest closure,chest,
9385,the posterior neck and upper back were prepped with betadine,neck,posterior neck upper betadine
4727,the general anesthesia was achieved with intubation with no problems,anesthesia,
10066,the neck area was then prepped with betadine solution and draped sterile,neck,betadine
8381,she had had a ct scan with constant which per dr,ct,
1943,no cervical adenopathy,cervical,cervical
11455,5 ropivacaine with 1 100 000 adrenal solution and then closed with 2 0 monocryl on an sh needle,needle,adrenal
3294,endoscopic and microsurgical transnasal resection of cystic suprasellar tumor,tumor,cystic suprasellar tumor
9116,cervical block,cervical,
3802,throat with no redness or swelling,swelling,
3001,on dilated examination the patient has a cup to disc ratio in the right eye of ,eye,patient cup eye
10878,we pulled the distal limbs over our abf graft into the groin,distal,abf graft
6798,tumor cells show cytoplasmic and nuclear reactivity with s100 antibody,tumor,tumor cells cytoplasmic nuclear s100 antibody
8593,the remainder of the evaluation of the abdomen revealed no evidence of nodularity or masses in the liver,abdomen,abdomen liver
4846,he is for exam under anesthesia and control of hemorrhage at this time,anesthesia,
683,the ligasure was clamped across the portion of the tube including distal tube and ligated and transected,tube distal,tube tube
8383,the dissection plane between it and the left aspect of the esophagus was freed,esophagus,esophagus
9856,in the pelvis the urinary bladder is unremarkable,bladder pelvis,pelvis urinary bladder
8687,she will follow up as soon as the mri is performed,mri,
11177,left axillary lymph node excisional biopsy,biopsy,
7937,risk and benefits of surgery were discussed,surgery,
6856,the sponge instrument and needle counts were correct at the end of the case,needle,
956,recurring bladder infections with frequency and urge incontinence not helped with detrol la,bladder,bladder
6350,the study has been performed with the foot in neutral position,foot,
9649,she was on metformin but she stopped it because of her abdominal pains,abdominal,metformin
6087,intermixed with it is a moderate amount of low voltage fast activity seen from the anterior head region,anterior,
4675,no patch was applied to the left eye,eye,patch eye
9727,lumbar spine ct without contrast,ct lumbar spine contrast,
8053,the device was advanced under ultrasound guidance with the superior aspect of the lesion placed within the aperture,ultrasound,
5311,the veress needle was removed and a 10 blade trocar was inserted without difficulty,needle,
11533,great care was taken to obtain perfect hemostasis with this maneuver,hemostasis,
5728,the tumor was then bluntly dissected off of the kidney with a thin rim of a normal renal cortex,tumor renal,tumor kidney
4035,inspection of the peritoneal cavity revealed a gallbladder that was soft and without adhesions to it,gallbladder,peritoneal cavity gallbladder
2913,the catheter was removed and a 22 x ,catheter,
1608,the cone biopsy site was sutured using a running lock stitch of 0 vicryl suture,biopsy,cone biopsy
11762,there is tendinosis of the tibialis anterior tendon with thickening but no demonstrated tendon tear,anterior tendon,tibialis anterior tendon tendon tear
10624,negative for any nausea vomiting fevers chills or weight loss,nausea,
9102,normal appearing uterus and adnexa bilaterally,uterus,uterus
35,all instruments sponge and needle counts were correct at the end of case,needle,sponge
10118,upon induction of general endotracheal anesthesia and placement of indwelling arterial and venous monitoring lines,endotracheal anesthesia,endotracheal arterial venous
3246,status post poly exchange right knee total knee arthroplasty,knee,poly
4468,the chest cavity was then closed,chest,
2167,tourniquet inflated to 250 mmhg pressure,tourniquet,
11735,deep brain stimulator electrode holding unit was mounted at the desired trajectory,brain,brain
5422,a 79 year old filipino woman referred for colonoscopy secondary to heme positive stools,colonoscopy,heme
5416,cardiac ct including coronary ct angiography ,ct coronary angiography,cardiac coronary
284,there is tenderness to palpation to the medial tubercle of the right foot,foot,medial tubercle
8878,y miller saw him in consultation and recommended a colonoscopy,colonoscopy,
11722,the final sponge needle and instrument counts were correct at the completion of the procedure,needle,sponge needle
3091,spinal stenosis c3 c,stenosis,spinal c3 c
4728,the tonsillar fossae were again visualized and no evidence of bleeding was evident,bleeding,tonsillar fossae
5699,the patient after being prepped and draped sterilely a midline incision was made and dissection was carried down,incision,patient
9946,herniated nucleuses pulposus c5 6 greater than c6 7 left greater than c4 5 right with left radiculopathy,radiculopathy,herniated nucleuses pulposus c5 6 c6 7 c4 5
8427,as the incision site was being injected the anesthesiologist arrived,incision,
9584,unremarkable except for diabetes and atherosclerotic vascular disease,diabetes,vascular
11837,the stomach is grossly unremarkable,stomach,stomach
10307,after induction of anesthesia the patient was turned on the side and secured in the hip table,anesthesia,patient
1732,neck some shotty lymphadenopathy,neck,shotty lymphadenopathy
271,the vaginal mucosa was denuded off using electrocautery and metzenbaum scissors,electrocautery,vaginal mucosa electrocautery
11250,at this point the distal femoral cutting guide based on the intramedullary head was then placed,femoral distal,intramedullary head
2401,liposuction of the supraumbilical abdomen,abdomen,
7738,all this was done and hemostasis was achieved,hemostasis,
3122,obstructive sleep apnea syndrome with hypertrophy of tonsils and of uvula and soft palate with deviation of nasal septum,nasal,tonsils uvula nasal septum
8558,this incision was extended to the right to allow identification of the right crus,incision,
7886,the patient was brought to the operating room where general and endotracheal anesthesia was obtained,endotracheal anesthesia,patient endotracheal
3365,next the extensor tendon was peeled dorsally and distally off the bone,tendon,extensor tendon bone
3161,through this incision a blunt trocar and cannula were placed in the glenohumeral joint,incision,glenohumeral joint
9279,ct cervical spine ,cervical ct spine,cervical spine
9003,significant for diabetes hypertension asthma cholecystectomy and total hysterectomy and cataract,hypertension cholecystectomy diabetes cataract,
10094,next a non sterile tourniquet was placed on the right forearm but not inflated,tourniquet,right forearm
3361,the tumor was easily palpable and clearly involving the 8th to 9th rib,tumor,tumor
1834,there is sequential 80 and 90 stenosis in the mid portion of the vessel,stenosis,vessel
2828,no focal weakness or numbness,weakness,focal weakness numbness
3251,the thoracic spine was examined in the ap lateral and swimmer s projections,spine,thoracic spine lateral
1835,the patient was brought to the cardiac catheterization laboratory in a fasting state,catheterization,patient cardiac
11610,a sterile 16 french foley catheter was then placed with clear urine drained,catheter,urine
7192,no active bleeding is occurring at this time,bleeding,
